user_segment,city,cart_size_at_show,cart_value_at_show,discount_on_order,has_main_in_cart,has_drink_in_cart,has_dessert_in_cart,has_side_in_cart,item_category,item_price,item_popularity,is_complement_category,is_bestseller,is_ghost_kitchen,meal_slot,hour,is_weekend,is_festival_order,is_rainy_weather,rank_shown,city_tier,user_preference_drift,meal_complete_score,label,missing_drink,missing_dessert,split
5,1,1,29.0,0.0,0,1,0,0,0,98.0,0.729,1,1,0,3,12,0,0,0,3,1,0,1,0,0,1,1
4,8,3,544.0,0.0,1,1,0,0,5,162.0,0.241,0,0,0,1,21,1,0,0,3,1,0,2,0,0,0,1
4,4,4,649.0,0.0,0,1,0,1,4,208.0,0.135,0,0,0,1,20,0,0,0,1,1,0,2,1,0,0,1
4,3,4,965.0,0.3,1,0,1,0,3,294.0,0.361,1,0,0,1,20,0,1,0,6,1,0,2,0,0,0,1
4,5,4,321.0,0.0,0,1,1,1,4,132.0,0.66,0,0,1,1,21,0,0,0,1,2,0,3,0,0,0,1
5,1,3,452.0,0.0,0,1,0,1,1,140.0,0.231,1,0,0,1,21,0,0,0,5,1,0,2,0,0,0,1
1,8,1,59.0,0.1,0,0,0,0,1,47.0,0.232,1,0,0,1,21,1,1,0,3,1,0,0,0,1,0,1
5,2,3,134.0,0.3,0,1,0,1,2,232.0,0.336,1,0,0,1,19,1,0,0,1,1,0,2,0,0,0,1
5,3,2,396.0,0.2,1,0,0,0,2,219.0,0.853,0,1,0,3,13,0,1,0,4,1,0,1,1,0,0,1
5,1,2,283.0,0.2,1,0,0,0,2,218.0,0.443,0,0,0,1,20,0,0,1,1,1,0,1,0,0,0,1
4,3,2,242.0,0.0,0,0,0,0,0,75.0,0.241,1,0,1,3,11,0,0,0,4,1,0,0,0,0,1,1
0,8,3,207.0,0.5,1,1,0,0,2,94.0,0.587,1,0,0,2,10,0,0,0,2,1,0,2,0,0,0,1
0,4,1,149.0,0.1,0,0,1,0,2,199.0,0.252,0,0,0,3,13,0,0,1,9,1,0,1,0,0,0,1
3,3,2,95.0,0.1,0,0,1,0,1,27.0,0.618,1,0,0,2,3,0,1,0,1,1,0,1,1,1,0,1
4,6,4,772.0,0.2,0,0,1,0,1,230.0,0.197,1,0,0,2,10,0,0,0,3,2,0,1,0,1,0,1
5,1,2,333.0,0.0,1,0,0,1,2,175.0,0.041,1,0,1,3,14,0,0,0,6,1,0,2,0,0,0,1
4,6,3,932.0,0.0,1,1,0,1,3,214.0,0.094,1,0,0,2,2,0,0,0,4,2,1,3,0,0,0,1
0,6,1,242.0,0.2,1,0,0,0,0,117.0,0.358,1,0,0,1,18,0,0,0,5,2,0,1,1,0,1,1
2,4,5,821.0,0.0,0,1,1,0,0,124.0,0.04,1,0,0,0,9,1,0,0,5,1,0,2,1,0,0,1
1,5,1,28.0,0.0,0,0,0,1,0,66.0,0.365,0,0,0,2,2,0,0,1,3,2,0,1,0,0,1,1
5,3,3,877.0,0.0,1,0,0,1,3,198.0,0.596,1,0,0,3,11,0,0,0,3,1,0,2,0,0,0,1
0,9,1,38.0,0.0,0,0,0,0,5,63.0,0.441,0,0,1,1,18,1,0,0,4,2,0,0,0,0,0,1
5,5,4,209.0,0.1,0,0,1,0,4,51.0,0.581,0,0,1,3,14,0,1,0,9,2,0,1,0,0,0,1
4,9,4,1173.0,0.0,1,0,1,1,1,64.0,0.111,1,0,0,3,12,1,0,0,4,2,0,3,0,1,0,1
4,6,4,811.0,0.1,0,0,0,1,4,319.0,0.229,0,0,0,2,23,0,0,0,3,2,0,1,0,0,0,1
4,3,2,271.0,0.1,1,0,0,1,2,210.0,0.653,1,0,0,1,22,1,1,0,1,1,0,2,1,0,0,1
5,3,1,25.0,0.0,0,1,0,0,1,68.0,0.859,0,1,0,1,21,0,0,0,7,1,0,1,0,0,0,1
4,1,3,120.0,0.1,0,1,0,0,0,98.0,0.08,1,0,0,1,18,1,0,0,3,1,0,1,0,0,1,1
0,3,2,153.0,0.0,0,1,0,0,2,219.0,0.06,1,0,0,1,20,0,1,0,2,1,0,1,0,0,0,1
5,5,3,270.0,0.0,0,1,1,0,1,48.0,0.205,1,0,0,3,12,0,1,0,3,2,0,2,0,0,0,1
3,2,3,80.0,0.2,0,1,1,0,0,39.0,0.358,1,0,0,1,20,0,0,0,2,1,0,2,1,0,0,1
4,7,2,71.0,0.1,0,1,1,0,4,53.0,0.383,0,0,1,3,13,0,0,0,1,2,0,2,1,0,0,1
4,8,4,664.0,0.0,0,1,1,0,1,140.0,0.361,1,0,0,3,14,0,0,0,3,1,0,2,0,0,0,1
5,0,4,552.0,0.5,1,0,0,0,1,63.0,0.076,1,0,0,3,12,0,0,1,5,2,0,1,0,1,0,1
5,3,2,150.0,0.0,0,1,1,0,1,35.0,0.04,1,0,0,1,18,0,0,0,1,1,0,2,0,0,0,1
4,8,3,617.0,0.3,1,0,1,0,1,109.0,0.387,1,0,0,2,10,0,0,1,5,1,0,2,1,1,0,1
5,6,1,117.0,0.1,1,0,0,0,3,46.0,0.451,1,0,0,0,8,0,0,0,4,2,0,1,0,0,0,1
1,8,2,179.0,0.0,0,1,0,0,4,124.0,0.624,0,0,0,0,8,0,0,0,8,1,0,1,0,0,0,1
5,3,4,853.0,0.1,0,1,0,1,5,374.0,0.411,0,0,0,1,22,0,1,0,1,1,0,2,0,0,0,1
5,4,4,763.0,0.3,1,0,0,1,5,115.0,0.555,0,0,0,0,7,1,0,1,3,1,0,2,1,0,0,1
5,4,1,98.0,0.0,0,1,0,0,3,86.0,0.075,0,0,0,3,11,1,0,1,2,1,0,1,0,0,0,1
0,7,1,115.0,0.0,0,0,1,0,1,50.0,0.504,1,0,1,3,13,0,1,0,3,2,0,1,0,1,0,1
4,1,4,351.0,0.1,0,0,1,1,5,131.0,0.571,0,0,0,1,20,0,0,0,5,1,0,2,0,0,0,1
4,2,4,925.0,0.2,1,1,1,1,3,154.0,0.149,1,0,0,1,22,1,0,0,6,1,1,4,0,0,0,1
0,8,2,80.0,0.3,0,1,0,0,1,25.0,0.577,1,0,0,2,23,1,0,0,3,1,0,1,0,0,0,1
5,1,2,73.0,0.0,0,1,0,0,1,39.0,0.04,0,0,1,1,20,0,0,0,1,1,0,1,0,0,0,1
4,9,4,993.0,0.0,1,1,0,1,3,137.0,0.406,1,0,1,0,6,0,0,0,4,2,0,3,1,0,0,1
3,1,4,186.0,0.0,0,1,0,0,0,136.0,0.498,1,0,0,2,1,1,0,0,5,1,0,1,0,0,1,1
0,9,2,97.0,0.5,0,1,0,0,1,57.0,0.282,0,0,0,3,12,1,0,0,5,2,0,1,0,0,0,1
3,6,2,293.0,0.1,1,0,1,0,5,158.0,0.139,0,0,0,2,2,0,0,0,5,2,0,2,0,0,0,1
0,8,2,53.0,0.0,0,1,0,0,4,51.0,0.498,0,0,0,1,22,0,1,0,1,1,0,1,0,0,0,1
4,4,3,574.0,0.0,0,0,0,1,4,166.0,0.416,0,0,0,0,8,0,0,1,5,1,0,1,0,0,0,1
4,1,4,905.0,0.1,0,1,0,0,5,296.0,0.633,0,0,0,3,13,0,0,1,6,1,0,1,1,0,0,1
4,0,1,484.0,0.1,1,0,0,0,5,289.0,0.102,0,0,0,3,13,0,0,0,2,2,0,1,0,0,0,1
4,3,1,92.0,0.1,0,0,0,0,3,133.0,0.04,0,0,0,3,12,0,0,1,4,1,0,0,0,0,0,1
5,1,2,117.0,0.1,0,1,0,1,1,33.0,0.687,1,0,0,0,6,0,0,1,1,1,0,2,1,0,0,1
4,9,2,264.0,0.0,1,0,0,0,1,76.0,0.24,1,0,1,4,16,0,1,0,5,2,0,1,0,1,0,1
5,3,1,35.0,0.1,0,1,0,0,1,31.0,0.879,0,1,1,3,12,0,0,0,9,1,0,1,0,0,0,1
4,9,3,319.0,0.2,1,1,0,0,1,54.0,0.074,1,0,1,1,21,1,0,0,6,2,0,2,0,0,0,1
4,6,1,240.0,0.0,0,0,0,0,0,272.0,0.314,0,0,0,3,11,0,1,0,2,2,0,0,0,0,1,1
5,8,3,797.0,0.0,1,1,1,0,5,307.0,0.378,0,0,0,3,13,1,0,0,2,1,0,3,0,0,0,1
5,8,4,703.0,0.2,0,1,0,0,2,462.0,0.37,1,0,0,4,16,1,0,0,4,1,0,1,0,0,0,1
5,5,1,148.0,0.2,0,0,0,0,4,142.0,0.262,0,0,0,1,22,0,0,1,2,2,0,0,0,0,0,1
0,3,3,111.0,0.0,0,1,1,0,0,65.0,0.763,1,1,0,3,11,0,0,0,8,1,0,2,0,0,0,1
4,4,3,824.0,0.0,1,1,0,0,2,476.0,0.21,1,0,0,3,14,0,0,0,2,1,0,2,0,0,0,1
0,3,1,148.0,0.0,0,0,0,0,2,524.0,0.531,0,0,0,1,21,0,0,0,7,1,0,0,0,0,0,1
0,2,2,45.0,0.3,0,1,1,0,4,53.0,0.214,0,0,0,4,16,0,1,0,3,1,0,2,0,0,0,1
4,2,4,574.0,0.3,1,1,0,0,0,188.0,0.356,1,0,1,1,21,0,0,0,3,1,0,2,1,0,1,1
5,5,1,44.0,0.1,0,0,1,0,1,25.0,0.286,1,0,1,1,19,1,0,1,1,2,0,1,1,1,0,1
5,8,2,57.0,0.2,0,0,1,0,4,56.0,0.253,0,0,0,0,8,0,0,1,1,1,0,1,1,0,0,1
0,8,4,509.0,0.0,0,1,1,0,1,140.0,0.361,1,0,0,3,11,0,0,1,1,1,0,2,0,0,0,1
1,7,2,57.0,0.5,0,1,0,0,5,131.0,0.396,0,0,1,1,21,0,0,0,6,2,0,1,0,0,0,1
5,1,3,371.0,0.0,1,1,0,0,4,138.0,0.307,0,0,0,4,16,0,0,0,1,1,0,2,1,0,0,1
5,9,4,554.0,0.1,0,1,1,0,1,121.0,0.159,1,0,0,3,13,0,1,0,2,2,0,2,0,0,0,1
4,3,3,473.0,0.0,0,1,0,0,1,98.0,0.204,1,0,0,1,20,0,0,0,4,1,0,1,1,0,0,1
4,3,3,725.0,0.0,1,0,1,0,5,242.0,0.386,0,0,0,4,17,1,1,0,6,1,0,2,0,0,0,1
4,3,2,471.0,0.1,0,0,1,0,1,81.0,0.201,1,0,0,1,19,0,0,1,4,1,0,1,0,1,0,1
2,7,5,826.0,0.1,1,1,0,0,3,94.0,0.122,1,0,0,2,10,0,0,0,4,2,0,2,0,0,0,1
5,8,4,162.0,0.3,0,1,0,1,3,102.0,0.301,0,0,0,3,14,0,0,0,6,1,0,2,1,0,0,1
5,2,1,67.0,0.2,0,0,1,0,0,91.0,0.706,0,0,0,3,12,0,1,0,9,1,0,1,1,0,0,1
0,1,2,89.0,0.0,0,0,0,0,4,49.0,0.117,0,0,0,3,11,0,0,0,2,1,0,0,0,0,0,1
4,2,2,133.0,0.0,0,1,0,0,0,114.0,0.349,1,0,1,1,20,0,0,0,5,1,0,1,1,0,1,1
4,7,4,364.0,0.3,0,0,1,0,1,25.0,0.573,1,0,1,1,20,0,0,0,3,2,0,1,1,1,0,1
5,2,1,56.0,0.2,0,1,0,0,0,83.0,0.352,1,0,0,1,22,0,0,0,1,1,0,1,0,0,1,1
2,9,4,190.0,0.5,0,0,1,0,0,45.0,0.072,1,0,1,3,13,0,0,0,2,2,0,1,0,0,0,1
4,5,1,63.0,0.1,0,1,0,0,4,144.0,0.633,0,0,0,0,6,1,1,0,6,2,0,1,0,0,0,1
3,1,1,107.0,0.2,1,0,0,0,2,97.0,0.275,0,0,0,4,15,0,1,0,7,1,0,1,0,0,0,1
4,2,1,522.0,0.2,1,0,0,0,0,120.0,0.337,1,0,0,3,12,1,0,1,7,1,0,1,1,0,1,1
5,0,4,552.0,0.0,1,0,0,0,4,77.0,0.219,0,0,0,2,23,0,0,1,3,2,0,1,0,0,0,1
5,7,3,392.0,0.0,1,0,0,1,1,80.0,0.229,1,0,0,3,14,0,0,0,1,2,0,2,0,1,0,1
4,1,4,510.0,0.0,0,1,0,0,1,94.0,0.381,0,0,0,1,21,0,0,0,2,1,0,1,0,0,0,1
5,7,3,524.0,0.1,1,0,0,1,2,172.0,0.04,1,0,0,1,21,0,0,1,2,2,0,2,0,0,0,1
0,3,1,190.0,0.0,0,0,0,1,4,161.0,0.325,0,0,0,3,12,1,0,0,9,1,0,1,0,0,0,1
0,1,4,379.0,0.2,0,1,1,0,1,55.0,0.177,1,0,0,1,21,1,0,0,2,1,0,2,0,0,0,1
5,3,3,473.0,0.0,0,1,0,1,3,178.0,0.212,0,0,0,3,13,0,1,0,3,1,0,2,0,0,0,1
3,0,2,100.0,0.0,0,0,0,1,0,30.0,0.22,0,0,0,1,20,0,0,0,1,2,0,1,1,0,1,1
4,1,2,305.0,0.0,0,1,0,0,4,154.0,0.588,0,0,0,3,11,0,0,0,6,1,0,1,0,0,0,1
3,4,2,81.0,0.0,0,1,0,0,5,68.0,0.182,0,0,0,1,22,1,1,0,3,1,0,1,0,0,0,1
5,1,3,262.0,0.1,0,1,1,0,1,76.0,0.734,1,1,0,4,17,0,0,0,4,1,0,2,1,0,0,1
5,2,2,266.0,0.2,0,0,1,0,0,85.0,0.597,0,0,0,1,20,0,0,1,3,1,0,1,1,0,0,1
5,3,1,263.0,0.1,0,0,0,0,3,193.0,0.704,0,0,0,2,10,0,0,1,4,1,0,0,1,0,0,1
5,6,1,230.0,0.0,0,0,0,1,1,150.0,0.446,1,0,0,1,18,1,0,0,2,2,0,1,0,1,0,1
3,8,3,593.0,0.0,0,1,1,0,1,70.0,0.487,1,0,0,2,4,0,0,0,3,1,0,2,0,0,0,1
4,9,4,360.0,0.1,0,1,1,0,1,107.0,0.261,1,0,1,3,13,0,0,0,2,2,0,2,1,0,0,1
0,8,1,90.0,0.1,0,1,0,0,2,201.0,0.496,1,0,0,3,12,0,1,0,6,1,0,1,0,0,0,1
5,2,3,396.0,0.1,1,0,0,1,3,88.0,0.433,1,0,0,1,19,0,0,0,3,1,0,2,0,0,0,1
3,4,4,656.0,0.1,0,1,1,0,4,220.0,0.148,0,0,0,2,10,0,1,0,1,1,0,2,1,0,0,1
5,3,2,70.0,0.0,0,1,1,0,1,30.0,0.548,1,0,0,1,19,0,0,0,2,1,0,2,1,0,0,1
0,6,2,537.0,0.0,1,0,0,0,3,176.0,0.445,1,0,0,3,14,0,0,0,2,2,0,1,0,0,0,1
4,8,3,870.0,0.0,1,1,0,0,4,234.0,0.381,0,0,0,3,11,0,0,1,8,1,0,2,1,0,0,1
4,6,2,732.0,0.0,1,0,0,1,5,284.0,0.243,0,0,0,3,14,1,1,0,2,2,0,2,0,0,0,1
4,8,4,512.0,0.3,0,0,1,0,4,196.0,0.2,0,0,0,0,9,0,0,0,2,1,0,1,0,0,0,1
5,8,2,222.0,0.1,0,0,0,1,4,106.0,0.487,0,0,0,3,12,0,1,0,6,1,0,1,0,0,0,1
4,1,3,677.0,0.0,0,0,1,1,2,434.0,0.414,1,0,0,1,19,0,1,0,9,1,0,2,1,0,0,1
2,4,6,1232.0,0.0,0,0,0,1,0,244.0,0.283,1,0,0,3,13,0,0,1,2,1,0,1,1,0,1,1
5,4,2,377.0,0.0,0,1,0,0,4,172.0,0.319,0,0,0,1,22,0,1,0,1,1,0,1,1,0,0,1
4,2,3,372.0,0.3,1,0,0,0,5,122.0,0.343,0,0,0,1,20,1,0,0,4,1,0,1,0,0,0,1
5,2,2,230.0,0.3,0,1,0,0,0,167.0,0.322,1,0,0,3,12,1,0,0,3,1,0,1,0,0,1,1
4,3,2,300.0,0.1,0,1,0,1,5,348.0,0.246,0,0,1,1,19,1,0,0,6,1,0,2,0,0,0,1
4,8,3,395.0,0.0,0,0,1,0,1,47.0,0.215,1,0,0,4,17,0,0,1,3,1,0,1,0,1,0,1
3,1,2,183.0,0.1,0,1,1,0,1,35.0,0.338,1,0,0,2,4,0,1,0,7,1,0,2,0,0,0,1
4,3,4,403.0,0.0,0,1,0,0,1,33.0,0.244,1,0,0,1,20,0,0,1,3,1,0,1,1,0,0,1
0,2,4,223.0,0.1,1,1,1,0,2,104.0,0.358,1,0,0,1,18,0,1,0,3,1,0,3,0,0,0,1
4,3,2,132.0,0.1,0,1,0,0,1,98.0,0.204,0,0,0,2,1,0,0,1,4,1,0,1,0,0,0,1
4,2,3,186.0,0.0,0,1,1,0,0,92.0,0.244,1,0,0,1,18,0,0,0,1,1,0,2,1,0,0,1
4,1,3,506.0,0.0,0,1,1,0,1,117.0,0.411,1,0,0,1,19,0,0,1,4,1,0,2,0,0,0,1
5,9,3,289.0,0.1,0,1,0,0,1,100.0,0.118,1,0,0,3,11,0,0,0,2,2,0,1,0,0,0,1
0,0,3,256.0,0.1,1,0,0,0,0,57.0,0.071,1,0,0,1,21,1,0,0,2,2,0,1,0,0,1,1
4,7,2,429.0,0.1,0,0,1,0,1,179.0,0.097,1,0,0,1,22,0,1,0,5,2,0,1,1,1,0,1
5,3,3,975.0,0.1,1,0,1,0,1,81.0,0.201,1,0,0,1,19,0,0,0,5,1,0,2,1,1,0,1
5,3,3,967.0,0.2,1,0,0,1,1,209.0,0.526,1,0,0,3,11,1,0,0,7,1,0,2,1,1,0,1
4,3,4,1432.0,0.1,1,0,1,0,2,536.0,0.177,1,0,0,4,17,0,0,0,3,1,0,2,0,0,0,1
4,5,3,809.0,0.0,1,1,0,1,2,456.0,0.551,1,0,0,0,8,0,0,0,6,2,0,3,0,0,0,1
5,1,3,201.0,0.0,1,1,0,0,2,84.0,0.74,1,1,0,1,20,0,0,0,2,1,0,2,1,0,0,1
4,8,2,183.0,0.0,0,0,1,1,4,123.0,0.535,0,0,0,1,22,1,0,0,6,1,1,2,0,0,0,1
5,1,3,366.0,0.3,1,0,1,0,4,132.0,0.108,0,0,0,4,17,1,0,0,6,1,0,2,0,0,0,1
5,3,2,214.0,0.0,0,1,0,0,4,132.0,0.522,0,0,0,3,11,1,0,0,2,1,0,1,0,0,0,1
2,4,5,312.0,0.0,1,1,1,0,2,94.0,0.273,1,0,0,1,19,0,0,0,1,1,0,3,0,0,0,1
4,1,3,765.0,0.2,0,0,0,0,1,25.0,0.109,1,0,0,3,12,0,0,0,3,1,0,0,1,1,0,1
5,1,1,210.0,0.0,0,0,0,0,2,420.0,0.169,1,0,1,1,18,1,0,0,2,1,0,0,0,0,0,1
2,1,4,220.0,0.0,0,1,1,0,0,50.0,0.483,1,0,1,2,23,1,0,1,2,1,0,2,1,0,0,1
4,1,4,729.0,0.0,0,1,0,0,1,108.0,0.733,1,1,0,1,20,0,1,0,5,1,0,1,0,0,0,1
4,1,2,110.0,0.1,0,1,0,0,0,50.0,0.483,1,0,1,1,20,0,0,1,9,1,0,1,0,0,1,1
4,1,1,268.0,0.0,0,0,0,0,2,430.0,0.851,1,1,0,1,18,0,1,0,5,1,0,0,1,0,0,1
2,1,5,340.0,0.0,0,1,1,0,0,65.0,0.18,1,0,0,3,11,0,0,1,4,1,0,2,1,0,0,1
4,4,3,276.0,0.1,0,1,1,0,1,68.0,0.296,1,0,0,1,21,0,1,0,1,1,0,2,1,0,0,1
4,3,3,726.0,0.1,1,1,0,0,3,202.0,0.443,1,0,0,1,21,0,0,1,5,1,0,2,0,0,0,1
4,3,3,796.0,0.2,0,0,0,1,5,247.0,0.164,0,0,0,0,8,0,0,0,3,1,0,1,0,0,0,1
0,4,1,34.0,0.0,0,0,0,1,5,284.0,0.225,0,0,0,3,12,1,0,0,5,1,0,1,1,0,0,1
4,3,4,1418.0,0.3,1,1,0,0,5,305.0,0.293,0,0,0,4,17,0,0,0,7,1,0,2,1,0,0,1
4,4,4,751.0,0.1,0,1,1,0,2,509.0,0.506,1,0,0,3,12,0,0,1,5,1,0,2,1,0,0,1
0,2,2,66.0,0.5,0,0,0,0,1,28.0,0.366,1,0,0,1,21,0,0,0,5,1,0,0,1,1,0,1
5,8,1,30.0,0.1,0,1,0,0,1,25.0,0.56,0,0,0,1,19,1,1,0,3,1,0,1,0,0,0,1
4,7,3,186.0,0.2,0,1,0,0,1,36.0,0.251,0,0,0,2,23,0,1,0,9,2,0,1,0,0,0,1
5,9,2,147.0,0.0,1,0,0,0,2,77.0,0.308,1,0,0,2,10,1,0,1,5,2,0,1,1,0,0,1
0,8,2,50.0,0.2,0,1,0,0,1,36.0,0.561,0,0,0,3,13,0,0,1,5,1,0,1,0,0,0,1
4,4,3,239.0,0.0,0,1,0,0,1,52.0,0.883,1,1,0,3,12,0,0,1,5,1,0,1,1,0,0,1
4,8,2,484.0,0.1,0,0,0,0,3,130.0,0.066,1,0,0,2,10,1,1,0,1,1,0,0,1,0,0,1
4,3,4,854.0,0.0,0,1,0,0,5,276.0,0.354,0,0,1,1,22,0,0,1,4,1,0,1,0,0,0,1
5,3,2,210.0,0.0,0,1,0,0,3,114.0,0.564,1,0,1,3,13,1,0,0,4,1,0,1,0,0,0,1
2,6,5,1228.0,0.3,1,1,0,1,1,150.0,0.446,1,0,0,1,19,0,0,0,3,2,0,3,0,0,0,1
3,3,1,74.0,0.0,0,0,0,0,2,84.0,0.252,1,0,0,1,22,0,0,0,7,1,0,0,0,0,0,1
5,5,3,150.0,0.2,0,1,1,0,2,95.0,0.22,1,0,1,3,13,1,0,0,5,2,0,2,0,0,0,1
5,6,2,591.0,0.0,0,0,0,0,4,182.0,0.391,0,0,0,1,21,0,1,0,3,2,0,0,0,0,0,1
3,1,4,181.0,0.0,0,0,1,1,5,71.0,0.438,0,0,0,2,0,0,0,0,3,1,0,2,1,0,0,1
5,8,1,436.0,0.1,1,0,0,0,5,218.0,0.619,0,0,1,1,21,0,1,0,4,1,0,1,0,0,0,1
5,3,2,192.0,0.0,0,1,0,0,1,26.0,0.24,1,0,0,1,22,0,0,1,5,1,0,1,0,0,0,1
3,3,2,54.0,0.3,0,0,0,0,1,25.0,0.323,1,0,0,2,2,1,0,0,1,1,0,0,1,1,0,1
4,2,3,511.0,0.5,1,0,1,0,3,86.0,0.04,1,0,0,0,8,0,0,1,8,1,0,2,1,0,0,1
4,1,3,299.0,0.0,0,0,0,1,1,61.0,0.253,1,0,0,2,10,0,0,0,2,1,0,1,0,1,0,1
1,2,2,130.0,0.0,1,1,0,0,3,36.0,0.334,1,0,0,1,18,0,0,0,1,1,0,2,0,0,0,1
4,8,3,418.0,0.1,0,0,1,0,0,205.0,0.814,0,1,0,0,9,1,0,1,4,1,0,1,1,0,0,1
4,4,4,432.0,0.1,1,1,0,1,3,46.0,0.652,1,0,0,4,17,1,1,0,5,1,0,3,1,0,0,1
5,7,2,102.0,0.2,0,1,0,0,4,106.0,0.382,0,0,0,1,19,0,0,0,9,2,0,1,0,0,0,1
3,2,3,151.0,0.3,1,0,1,0,4,49.0,0.64,0,0,0,4,17,0,0,0,6,1,0,2,1,0,0,1
0,3,1,240.0,0.1,0,0,0,0,3,201.0,0.652,1,0,1,3,12,0,0,0,4,1,0,0,1,0,0,1
4,3,3,959.0,0.2,1,0,0,1,5,235.0,0.328,0,0,0,2,2,0,1,0,1,1,0,2,0,0,0,1
1,1,1,25.0,0.0,0,1,0,0,4,88.0,0.133,0,0,0,2,5,0,0,0,1,1,0,1,0,0,0,1
4,3,2,283.0,0.2,0,1,0,1,0,236.0,0.705,1,0,0,4,15,1,0,0,6,1,0,2,1,0,1,1
4,4,3,997.0,0.0,1,0,0,1,3,168.0,0.113,1,0,0,3,11,0,1,0,2,1,0,2,0,0,0,1
0,8,1,60.0,0.0,0,1,0,0,4,71.0,0.655,0,0,0,3,13,0,0,0,4,1,0,1,0,0,0,1
0,9,2,891.0,0.2,1,0,0,0,3,244.0,0.118,1,0,0,3,12,0,0,1,3,2,0,1,0,0,0,1
4,5,3,826.0,0.0,1,0,1,1,1,123.0,0.391,1,0,0,1,22,1,1,0,3,2,0,3,1,1,0,1
0,8,2,475.0,0.0,0,0,1,0,1,104.0,0.715,1,0,0,3,14,0,1,0,1,1,0,1,1,1,0,1
0,3,1,144.0,0.1,0,0,0,0,1,114.0,0.068,1,0,1,2,4,0,0,0,3,1,0,0,0,1,0,1
3,9,4,752.0,0.2,0,1,0,1,1,138.0,0.202,1,0,0,2,1,0,1,0,1,2,0,2,1,0,0,1
4,4,1,166.0,0.0,0,0,0,0,3,207.0,0.593,0,0,0,1,18,0,0,0,8,1,0,0,1,0,0,1
4,2,3,928.0,0.1,1,0,1,1,4,225.0,0.627,0,0,0,1,19,0,0,0,2,1,0,3,0,0,0,1
4,1,2,383.0,0.0,0,0,0,1,3,179.0,0.425,0,0,0,1,21,0,0,0,1,1,0,1,0,0,0,1
5,4,3,313.0,0.0,0,1,0,0,2,221.0,0.535,1,0,0,0,6,1,1,0,1,1,0,1,1,0,0,1
5,8,2,248.0,0.0,0,0,1,0,1,56.0,0.246,1,0,0,3,12,0,0,0,4,1,0,1,0,1,0,1
4,8,3,457.0,0.1,0,1,0,0,1,109.0,0.387,1,0,0,4,17,0,0,1,3,1,0,1,0,0,0,1
4,3,3,624.0,0.2,0,1,1,1,4,176.0,0.216,0,0,0,3,11,0,1,0,5,1,0,3,0,0,0,1
4,4,4,540.0,0.0,0,1,1,0,4,275.0,0.167,0,0,0,3,12,0,0,1,5,1,1,2,0,0,0,1
5,5,2,809.0,0.0,1,0,0,0,2,461.0,0.444,1,0,0,1,19,0,0,0,2,2,0,1,0,0,0,1
4,6,2,61.0,0.0,0,1,1,0,4,46.0,0.142,0,0,0,3,13,0,1,0,4,2,0,2,0,0,0,1
3,0,2,647.0,0.1,0,0,0,0,5,330.0,0.328,0,0,0,1,22,0,0,0,1,2,0,0,0,0,0,1
3,1,3,365.0,0.2,1,1,0,0,3,49.0,0.719,1,0,0,2,10,0,0,0,8,1,0,2,0,0,0,1
5,6,3,436.0,0.2,1,0,0,1,3,87.0,0.132,1,0,0,1,21,0,1,0,5,2,0,2,0,0,0,1
0,3,2,230.0,0.0,0,0,0,1,3,55.0,0.288,1,0,0,4,17,0,1,0,7,1,0,1,0,0,0,1
5,3,3,495.0,0.2,1,0,0,0,2,217.0,0.718,1,0,1,4,15,1,0,0,8,1,0,1,0,0,0,1
4,5,4,681.0,0.0,1,0,0,1,1,68.0,0.245,1,0,0,3,13,0,0,0,5,2,0,2,1,1,0,1
4,3,3,604.0,0.0,0,0,1,1,4,161.0,0.325,0,0,0,1,20,0,0,0,2,1,0,2,0,0,0,1
5,2,2,150.0,0.0,0,0,1,1,2,247.0,0.282,1,0,0,1,21,1,1,0,4,1,0,2,1,0,0,1
3,9,3,407.0,0.1,1,0,0,1,3,77.0,0.518,1,0,0,0,9,1,0,0,6,2,0,2,1,0,0,1
5,4,4,420.0,0.1,1,1,0,1,0,79.0,0.156,1,0,0,4,17,1,0,0,1,1,0,3,0,0,1,1
0,8,2,335.0,0.1,1,0,0,0,4,111.0,0.329,0,0,0,0,9,0,0,0,5,1,0,1,1,0,0,1
2,0,4,143.0,0.5,0,1,1,0,2,246.0,0.336,1,0,0,1,20,0,1,0,4,2,0,2,0,0,0,1
4,6,3,95.0,0.5,0,0,1,0,4,44.0,0.341,0,0,0,1,18,0,0,0,1,2,0,1,0,0,0,1
0,3,3,157.0,0.0,0,0,0,1,0,62.0,0.392,0,0,0,1,22,0,0,0,4,1,0,1,0,0,1,1
2,8,3,393.0,0.0,0,1,0,0,1,140.0,0.361,1,0,0,1,19,1,1,0,6,1,0,1,0,0,0,1
3,8,3,204.0,0.0,1,1,0,0,5,74.0,0.128,0,0,0,2,23,0,0,1,4,1,0,2,0,0,0,1
5,4,3,841.0,0.0,1,1,0,1,2,418.0,0.088,1,0,0,1,21,0,0,1,2,1,0,3,0,0,0,1
5,8,3,691.0,0.0,0,0,0,1,3,195.0,0.26,1,0,0,3,12,1,0,0,1,1,0,1,1,0,0,1
4,8,3,882.0,0.1,1,0,0,0,0,169.0,0.24,1,0,0,4,16,1,0,0,3,1,0,1,1,0,1,1
